League;Season;Home Team;Away Team;Home Goals;Away Goals;Winner;Home Points;Away Point
Bundesliga 2;2022-2023;Paderborn;Hannover;4;2;1;3;0
Bundesliga 2;2022-2023;Regensburg;Nuremberg;0;0;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;St. Pauli;2;1;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Darmstadt;0;1;2;0;3
Bundesliga 2;2022-2023;Magdeburg;Kiel;1;2;2;0;3
Bundesliga 2;2022-2023;Kaiserslautern;Paderborn;0;1;2;0;3
Bundesliga 2;2022-2023;Nuremberg;Heidenheim;0;3;2;0;3
Bundesliga 2;2022-2023;Bielefeld;Hamburg;0;2;2;0;3
Bundesliga 2;2022-2023;Karlsruhe;Sandhausen;3;2;1;3;0
Bundesliga 2;2022-2023;Kiel;Braunschweig;3;0;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Rostock;4;0;1;3;0
Bundesliga 2;2022-2023;Hannover;Regensburg;1;0;1;3;0
Bundesliga 2;2022-2023;St. Pauli;Magdeburg;3;0;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Furth;2;2;X;1;1
Bundesliga 2;2022-2023;Hamburg;Darmstadt;1;2;2;0;3
Bundesliga 2;2022-2023;Magdeburg;Hannover;0;4;2;0;3
Bundesliga 2;2022-2023;Braunschweig;Dusseldorf;2;2;X;1;1
Bundesliga 2;2022-2023;Sandhausen;Nuremberg;1;2;2;0;3
Bundesliga 2;2022-2023;Paderborn;Kiel;7;2;1;3;0
Bundesliga 2;2022-2023;Regensburg;Karlsruhe;0;6;2;0;3
Bundesliga 2;2022-2023;Rostock;St. Pauli;2;0;1;3;0
Bundesliga 2;2022-2023;Furth;Kaiserslautern;1;3;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Bielefeld;1;1;X;1;1
Bundesliga 2;2022-2023;Bielefeld;Braunschweig;4;1;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Regensburg;4;0;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Hamburg;0;2;2;0;3
Bundesliga 2;2022-2023;Karlsruhe;Rostock;2;0;1;3;0
Bundesliga 2;2022-2023;St. Pauli;Paderborn;2;2;X;1;1
Bundesliga 2;2022-2023;Darmstadt;Heidenheim;2;2;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;Magdeburg;4;4;X;1;1
Bundesliga 2;2022-2023;Hannover;Furth;2;1;1;3;0
Bundesliga 2;2022-2023;Kiel;Sandhausen;1;0;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Nuremberg;4;2;1;3;0
Bundesliga 2;2022-2023;Heidenheim;Dusseldorf;2;1;1;3;0
Bundesliga 2;2022-2023;Hamburg;Karlsruhe;1;0;1;3;0
Bundesliga 2;2022-2023;Furth;St. Pauli;2;2;X;1;1
Bundesliga 2;2022-2023;Paderborn;Magdeburg;1;0;1;3;0
Bundesliga 2;2022-2023;Regensburg;Kiel;0;0;X;1;1
Bundesliga 2;2022-2023;Rostock;Hannover;0;1;2;0;3
Bundesliga 2;2022-2023;Sandhausen;Kaiserslautern;0;0;X;1;1
Bundesliga 2;2022-2023;Darmstadt;Bielefeld;1;1;X;1;1
Bundesliga 2;2022-2023;Nuremberg;Bielefeld;1;0;1;3;0
Bundesliga 2;2022-2023;Kiel;Hamburg;2;3;2;0;3
Bundesliga 2;2022-2023;Hannover;Braunschweig;1;1;X;1;1
Bundesliga 2;2022-2023;Karlsruhe;Heidenheim;0;0;X;1;1
Bundesliga 2;2022-2023;Dusseldorf;Rostock;3;1;1;3;0
Bundesliga 2;2022-2023;Paderborn;Regensburg;3;0;1;3;0
Bundesliga 2;2022-2023;Kaiserslautern;Darmstadt;3;3;X;1;1
Bundesliga 2;2022-2023;St. Pauli;Sandhausen;1;1;X;1;1
Bundesliga 2;2022-2023;Magdeburg;Furth;2;1;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Karlsruhe;2;1;1;3;0
Bundesliga 2;2022-2023;Sandhausen;Hannover;2;3;2;0;3
Bundesliga 2;2022-2023;Rostock;Magdeburg;3;1;1;3;0
Bundesliga 2;2022-2023;Hamburg;Dusseldorf;2;0;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Kiel;4;2;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Nuremberg;2;0;1;3;0
Bundesliga 2;2022-2023;Furth;Paderborn;2;1;1;3;0
Bundesliga 2;2022-2023;Regensburg;St. Pauli;2;0;1;3;0
Bundesliga 2;2022-2023;Heidenheim;Kaiserslautern;2;2;X;1;1
Bundesliga 2;2022-2023;Hannover;Hamburg;1;2;2;0;3
Bundesliga 2;2022-2023;Paderborn;Darmstadt;1;2;2;0;3
Bundesliga 2;2022-2023;St. Pauli;Heidenheim;0;0;X;1;1
Bundesliga 2;2022-2023;Furth;Sandhausen;1;1;X;1;1
Bundesliga 2;2022-2023;Dusseldorf;Bielefeld;4;1;1;3;0
Bundesliga 2;2022-2023;Kiel;Rostock;1;1;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;Braunschweig;1;1;X;1;1
Bundesliga 2;2022-2023;Karlsruhe;Nuremberg;3;0;1;3;0
Bundesliga 2;2022-2023;Magdeburg;Regensburg;1;0;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Karlsruhe;1;2;2;0;3
Bundesliga 2;2022-2023;Regensburg;Furth;2;2;X;1;1
Bundesliga 2;2022-2023;Rostock;Paderborn;0;3;2;0;3
Bundesliga 2;2022-2023;Hamburg;Kaiserslautern;1;1;X;1;1
Bundesliga 2;2022-2023;Braunschweig;St. Pauli;2;1;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Dusseldorf;1;0;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Kiel;2;3;2;0;3
Bundesliga 2;2022-2023;Sandhausen;Magdeburg;1;0;1;3;0
Bundesliga 2;2022-2023;Heidenheim;Hannover;2;1;1;3;0
Bundesliga 2;2022-2023;St. Pauli;Hamburg;3;0;1;3;0
Bundesliga 2;2022-2023;Furth;Rostock;2;2;X;1;1
Bundesliga 2;2022-2023;Hannover;Bielefeld;2;0;1;3;0
Bundesliga 2;2022-2023;Karlsruhe;Darmstadt;1;2;2;0;3
Bundesliga 2;2022-2023;Dusseldorf;Nuremberg;0;1;2;0;3
Bundesliga 2;2022-2023;Magdeburg;Braunschweig;0;2;2;0;3
Bundesliga 2;2022-2023;Kaiserslautern;Regensburg;0;3;2;0;3
Bundesliga 2;2022-2023;Paderborn;Sandhausen;3;0;1;3;0
Bundesliga 2;2022-2023;Kiel;Heidenheim;3;1;1;3;0
Bundesliga 2;2022-2023;Rostock;Kaiserslautern;0;2;2;0;3
Bundesliga 2;2022-2023;Darmstadt;Kiel;1;1;X;1;1
Bundesliga 2;2022-2023;Nuremberg;Hannover;0;0;X;1;1
Bundesliga 2;2022-2023;Bielefeld;St. Pauli;2;0;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Paderborn;0;0;X;1;1
Bundesliga 2;2022-2023;Regensburg;Sandhausen;2;1;1;3;0
Bundesliga 2;2022-2023;Hamburg;Magdeburg;2;3;2;0;3
Bundesliga 2;2022-2023;Karlsruhe;Dusseldorf;0;2;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Furth;3;1;1;3;0
Bundesliga 2;2022-2023;Furth;Bielefeld;1;0;1;3;0
Bundesliga 2;2022-2023;Magdeburg;Heidenheim;1;1;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;Nuremberg;0;0;X;1;1
Bundesliga 2;2022-2023;St. Pauli;Darmstadt;1;1;X;1;1
Bundesliga 2;2022-2023;Regensburg;Rostock;0;3;2;0;3
Bundesliga 2;2022-2023;Kiel;Dusseldorf;1;2;2;0;3
Bundesliga 2;2022-2023;Hannover;Karlsruhe;1;0;1;3;0
Bundesliga 2;2022-2023;Sandhausen;Braunschweig;2;2;X;1;1
Bundesliga 2;2022-2023;Paderborn;Hamburg;2;3;2;0;3
Bundesliga 2;2022-2023;Rostock;Sandhausen;0;1;2;0;3
Bundesliga 2;2022-2023;Darmstadt;Hannover;1;0;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Kaiserslautern;2;3;2;0;3
Bundesliga 2;2022-2023;Karlsruhe;Kiel;1;4;2;0;3
Bundesliga 2;2022-2023;Dusseldorf;St. Pauli;1;0;1;3;0
Bundesliga 2;2022-2023;Heidenheim;Paderborn;3;0;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Magdeburg;1;2;2;0;3
Bundesliga 2;2022-2023;Hamburg;Regensburg;3;1;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Furth;0;1;2;0;3
Bundesliga 2;2022-2023;Kaiserslautern;Karlsruhe;2;0;1;3;0
Bundesliga 2;2022-2023;Hannover;Dusseldorf;2;0;1;3;0
Bundesliga 2;2022-2023;St. Pauli;Kiel;0;0;X;1;1
Bundesliga 2;2022-2023;Paderborn;Bielefeld;0;2;2;0;3
Bundesliga 2;2022-2023;Rostock;Nuremberg;1;1;X;1;1
Bundesliga 2;2022-2023;Furth;Hamburg;1;0;1;3;0
Bundesliga 2;2022-2023;Sandhausen;Heidenheim;3;4;2;0;3
Bundesliga 2;2022-2023;Regensburg;Braunschweig;1;1;X;1;1
Bundesliga 2;2022-2023;Magdeburg;Darmstadt;0;1;2;0;3
Bundesliga 2;2022-2023;Dusseldorf;Kaiserslautern;1;2;2;0;3
Bundesliga 2;2022-2023;Kiel;Hannover;1;1;X;1;1
Bundesliga 2;2022-2023;Hamburg;Sandhausen;4;2;1;3;0
Bundesliga 2;2022-2023;Karlsruhe;St. Pauli;4;4;X;1;1
Bundesliga 2;2022-2023;Braunschweig;Rostock;0;1;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Regensburg;5;4;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Paderborn;2;1;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Magdeburg;3;1;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Furth;1;1;X;1;1
Bundesliga 2;2022-2023;Karlsruhe;Paderborn;0;1;2;0;3
Bundesliga 2;2022-2023;Dusseldorf;Magdeburg;3;2;1;3;0
Bundesliga 2;2022-2023;Hannover;Kaiserslautern;1;3;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Rostock;2;0;1;3;0
Bundesliga 2;2022-2023;Kiel;Furth;2;1;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Regensburg;2;0;1;3;0
Bundesliga 2;2022-2023;Nuremberg;St. Pauli;0;1;2;0;3
Bundesliga 2;2022-2023;Hamburg;Braunschweig;4;2;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Sandhausen;1;2;2;0;3
Bundesliga 2;2022-2023;Sandhausen;Darmstadt;0;4;2;0;3
Bundesliga 2;2022-2023;Paderborn;Dusseldorf;4;1;1;3;0
Bundesliga 2;2022-2023;Kaiserslautern;Kiel;2;1;1;3;0
Bundesliga 2;2022-2023;Furth;Nuremberg;1;0;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Heidenheim;2;0;1;3;0
Bundesliga 2;2022-2023;Regensburg;Bielefeld;1;3;2;0;3
Bundesliga 2;2022-2023;Rostock;Hamburg;0;2;2;0;3
Bundesliga 2;2022-2023;St. Pauli;Hannover;2;0;1;3;0
Bundesliga 2;2022-2023;Magdeburg;Karlsruhe;1;1;X;1;1
Bundesliga 2;2022-2023;Bielefeld;Rostock;0;1;2;0;3
Bundesliga 2;2022-2023;Karlsruhe;Furth;2;1;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Regensburg;1;0;1;3;0
Bundesliga 2;2022-2023;Hannover;Paderborn;3;4;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Hamburg;3;3;X;1;1
Bundesliga 2;2022-2023;Kiel;Magdeburg;2;3;2;0;3
Bundesliga 2;2022-2023;St. Pauli;Kaiserslautern;1;0;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Sandhausen;2;0;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Braunschweig;2;1;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Kiel;2;3;2;0;3
Bundesliga 2;2022-2023;Paderborn;Kaiserslautern;1;0;1;3;0
Bundesliga 2;2022-2023;Rostock;Darmstadt;0;1;2;0;3
Bundesliga 2;2022-2023;Furth;Dusseldorf;2;1;1;3;0
Bundesliga 2;2022-2023;Regensburg;Hannover;1;1;X;1;1
Bundesliga 2;2022-2023;Magdeburg;St. Pauli;1;2;2;0;3
Bundesliga 2;2022-2023;Hamburg;Bielefeld;2;1;1;3;0
Bundesliga 2;2022-2023;Sandhausen;Karlsruhe;0;3;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Nuremberg;5;0;1;3;0
Bundesliga 2;2022-2023;Karlsruhe;Regensburg;1;0;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Braunschweig;3;1;1;3;0
Bundesliga 2;2022-2023;Kaiserslautern;Furth;3;1;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Sandhausen;1;0;1;3;0
Bundesliga 2;2022-2023;Kiel;Paderborn;1;1;X;1;1
Bundesliga 2;2022-2023;Darmstadt;Hamburg;1;1;X;1;1
Bundesliga 2;2022-2023;Hannover;Magdeburg;1;2;2;0;3
Bundesliga 2;2022-2023;Bielefeld;Heidenheim;0;1;2;0;3
Bundesliga 2;2022-2023;St. Pauli;Rostock;1;0;1;3;0
Bundesliga 2;2022-2023;Paderborn;St. Pauli;1;2;2;0;3
Bundesliga 2;2022-2023;Magdeburg;Kaiserslautern;2;0;1;3;0
Bundesliga 2;2022-2023;Hamburg;Nuremberg;3;0;1;3;0
Bundesliga 2;2022-2023;Sandhausen;Kiel;1;1;X;1;1
Bundesliga 2;2022-2023;Regensburg;Dusseldorf;0;1;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Darmstadt;1;0;1;3;0
Bundesliga 2;2022-2023;Rostock;Karlsruhe;0;2;2;0;3
Bundesliga 2;2022-2023;Furth;Hannover;1;1;X;1;1
Bundesliga 2;2022-2023;Braunschweig;Bielefeld;3;3;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;Sandhausen;2;2;X;1;1
Bundesliga 2;2022-2023;Nuremberg;Braunschweig;2;0;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Darmstadt;3;1;1;3;0
Bundesliga 2;2022-2023;St. Pauli;Furth;2;1;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Heidenheim;1;1;X;1;1
Bundesliga 2;2022-2023;Magdeburg;Paderborn;0;0;X;1;1
Bundesliga 2;2022-2023;Hannover;Rostock;1;1;X;1;1
Bundesliga 2;2022-2023;Karlsruhe;Hamburg;4;2;1;3;0
Bundesliga 2;2022-2023;Kiel;Regensburg;1;2;2;0;3
Bundesliga 2;2022-2023;Bielefeld;Nuremberg;2;2;X;1;1
Bundesliga 2;2022-2023;Heidenheim;Karlsruhe;5;2;1;3;0
Bundesliga 2;2022-2023;Hamburg;Kiel;0;0;X;1;1
Bundesliga 2;2022-2023;Furth;Magdeburg;3;0;1;3;0
Bundesliga 2;2022-2023;Regensburg;Paderborn;1;0;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Kaiserslautern;2;0;1;3;0
Bundesliga 2;2022-2023;Rostock;Dusseldorf;2;5;2;0;3
Bundesliga 2;2022-2023;Braunschweig;Hannover;1;0;1;3;0
Bundesliga 2;2022-2023;Sandhausen;St. Pauli;0;5;2;0;3
Bundesliga 2;2022-2023;Nuremberg;Darmstadt;0;1;2;0;3
Bundesliga 2;2022-2023;Dusseldorf;Hamburg;2;2;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;Heidenheim;2;2;X;1;1
Bundesliga 2;2022-2023;Hannover;Sandhausen;3;1;1;3;0
Bundesliga 2;2022-2023;Karlsruhe;Braunschweig;1;1;X;1;1
Bundesliga 2;2022-2023;St. Pauli;Regensburg;1;0;1;3;0
Bundesliga 2;2022-2023;Paderborn;Furth;3;2;1;3;0
Bundesliga 2;2022-2023;Kiel;Bielefeld;2;3;2;0;3
Bundesliga 2;2022-2023;Magdeburg;Rostock;3;0;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Karlsruhe;1;1;X;1;1
Bundesliga 2;2022-2023;Hamburg;Hannover;6;1;1;3;0
Bundesliga 2;2022-2023;Braunschweig;Kaiserslautern;1;0;1;3;0
Bundesliga 2;2022-2023;Heidenheim;St. Pauli;0;1;2;0;3
Bundesliga 2;2022-2023;Rostock;Kiel;2;3;2;0;3
Bundesliga 2;2022-2023;Bielefeld;Dusseldorf;2;2;X;1;1
Bundesliga 2;2022-2023;Sandhausen;Furth;0;2;2;0;3
Bundesliga 2;2022-2023;Regensburg;Magdeburg;2;2;X;1;1
Bundesliga 2;2022-2023;Darmstadt;Paderborn;2;1;1;3;0
Bundesliga 2;2022-2023;Hannover;Heidenheim;0;3;2;0;3
Bundesliga 2;2022-2023;Furth;Regensburg;2;1;1;3;0
Bundesliga 2;2022-2023;Kaiserslautern;Hamburg;2;0;1;3;0
Bundesliga 2;2022-2023;Paderborn;Rostock;3;0;1;3;0
Bundesliga 2;2022-2023;Kiel;Nuremberg;2;1;1;3;0
Bundesliga 2;2022-2023;Magdeburg;Sandhausen;1;2;2;0;3
Bundesliga 2;2022-2023;Karlsruhe;Bielefeld;4;2;1;3;0
Bundesliga 2;2022-2023;St. Pauli;Braunschweig;1;2;2;0;3
Bundesliga 2;2022-2023;Dusseldorf;Darmstadt;1;0;1;3;0
Bundesliga 2;2022-2023;Hamburg;St. Pauli;4;3;1;3;0
Bundesliga 2;2022-2023;Darmstadt;Karlsruhe;2;1;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Dusseldorf;2;0;1;3;0
Bundesliga 2;2022-2023;Rostock;Furth;2;0;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Hannover;1;3;2;0;3
Bundesliga 2;2022-2023;Braunschweig;Magdeburg;1;2;2;0;3
Bundesliga 2;2022-2023;Sandhausen;Paderborn;2;2;X;1;1
Bundesliga 2;2022-2023;Regensburg;Kaiserslautern;0;0;X;1;1
Bundesliga 2;2022-2023;Heidenheim;Kiel;3;0;1;3;0
Bundesliga 2;2022-2023;Furth;Heidenheim;0;2;2;0;3
Bundesliga 2;2022-2023;Paderborn;Braunschweig;5;1;1;3;0
Bundesliga 2;2022-2023;Kaiserslautern;Rostock;0;1;2;0;3
Bundesliga 2;2022-2023;Hannover;Nuremberg;3;0;1;3;0
Bundesliga 2;2022-2023;St. Pauli;Bielefeld;2;1;1;3;0
Bundesliga 2;2022-2023;Magdeburg;Hamburg;3;2;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Karlsruhe;3;2;1;3;0
Bundesliga 2;2022-2023;Sandhausen;Regensburg;2;1;1;3;0
Bundesliga 2;2022-2023;Kiel;Darmstadt;0;3;2;0;3
Bundesliga 2;2022-2023;Hamburg;Paderborn;2;2;X;1;1
Bundesliga 2;2022-2023;Bielefeld;Furth;1;1;X;1;1
Bundesliga 2;2022-2023;Rostock;Regensburg;2;0;1;3;0
Bundesliga 2;2022-2023;Karlsruhe;Hannover;2;1;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Kiel;3;0;1;3;0
Bundesliga 2;2022-2023;Darmstadt;St. Pauli;0;3;2;0;3
Bundesliga 2;2022-2023;Nuremberg;Kaiserslautern;3;3;X;1;1
Bundesliga 2;2022-2023;Braunschweig;Sandhausen;2;1;1;3;0
Bundesliga 2;2022-2023;Heidenheim;Magdeburg;0;0;X;1;1
Bundesliga 2;2022-2023;Sandhausen;Rostock;1;2;2;0;3
Bundesliga 2;2022-2023;Magdeburg;Nuremberg;2;2;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;Bielefeld;1;2;2;0;3
Bundesliga 2;2022-2023;St. Pauli;Dusseldorf;0;0;X;1;1
Bundesliga 2;2022-2023;Furth;Braunschweig;2;2;X;1;1
Bundesliga 2;2022-2023;Kiel;Karlsruhe;2;1;1;3;0
Bundesliga 2;2022-2023;Hannover;Darmstadt;2;1;1;3;0
Bundesliga 2;2022-2023;Paderborn;Heidenheim;3;2;1;3;0
Bundesliga 2;2022-2023;Regensburg;Hamburg;1;5;2;0;3
Bundesliga 2;2022-2023;Kiel;St. Pauli;3;4;2;0;3
Bundesliga 2;2022-2023;Darmstadt;Magdeburg;1;0;1;3;0
Bundesliga 2;2022-2023;Hamburg;Furth;2;1;1;3;0
Bundesliga 2;2022-2023;Bielefeld;Paderborn;2;2;X;1;1
Bundesliga 2;2022-2023;Braunschweig;Regensburg;1;2;2;0;3
Bundesliga 2;2022-2023;Heidenheim;Sandhausen;1;0;1;3;0
Bundesliga 2;2022-2023;Nuremberg;Rostock;0;0;X;1;1
Bundesliga 2;2022-2023;Karlsruhe;Kaiserslautern;2;0;1;3;0
Bundesliga 2;2022-2023;Dusseldorf;Hannover;3;3;X;1;1
Bundesliga 2;2022-2023;Kaiserslautern;Dusseldorf;0;3;2;0;3
Bundesliga 2;2022-2023;Rostock;Braunschweig;2;1;1;3;0
Bundesliga 2;2022-2023;Hannover;Kiel;1;5;2;0;3
Bundesliga 2;2022-2023;St. Pauli;Karlsruhe;1;1;X;1;1
Bundesliga 2;2022-2023;Furth;Darmstadt;4;0;1;3;0
Bundesliga 2;2022-2023;Sandhausen;Hamburg;0;1;2;0;3
Bundesliga 2;2022-2023;Paderborn;Nuremberg;0;1;2;0;3
Bundesliga 2;2022-2023;Regensburg;Heidenheim;2;3;2;0;3
Bundesliga 2;2022-2023;Magdeburg;Bielefeld;4;0;1;3;0
Jupiter Pro League;2019-2020;Genk;Kortrijk;2;1;1;3;0
Jupiter Pro League;2019-2020;St. Truidense;Mouscron;0;1;2;0;3
Jupiter Pro League;2019-2020;Zulte;Mechelen;0;2;2;0;3
Jupiter Pro League;2019-2020;Cercle Brugge;Liege;0;2;2;0;3
Jupiter Pro League;2019-2020;Waasland;Club Brugge;1;3;2;0;3
Jupiter Pro League;2019-2020;Anderlecht;Oostende;1;2;2;0;3
Jupiter Pro League;2019-2020;R. Charleroi;Gent;1;1;X;1;1
Jupiter Pro League;2019-2020;Eupen;Antwerp;1;4;2;0;3
Jupiter Pro League;2019-2020;Club Brugge;St. Truidense;6;0;1;3;0
Jupiter Pro League;2019-2020;Liege;Zulte;4;0;1;3;0
Jupiter Pro League;2019-2020;Kortrijk;R. Charleroi;1;1;X;1;1
Jupiter Pro League;2019-2020;Mechelen;Genk;3;1;1;3;0
Jupiter Pro League;2019-2020;Oostende;Cercle Brugge;3;1;1;3;0
Jupiter Pro League;2019-2020;Gent;Eupen;6;1;1;3;0
Jupiter Pro League;2019-2020;Mouscron;Anderlecht;0;0;X;1;1
Jupiter Pro League;2019-2020;Antwerp;Waasland;4;1;1;3;0
Jupiter Pro League;2019-2020;Anderlecht;Mechelen;0;0;X;1;1
Jupiter Pro League;2019-2020;Cercle Brugge;Kortrijk;1;3;2;0;3
Jupiter Pro League;2019-2020;Genk;Zulte;0;2;2;0;3
Jupiter Pro League;2019-2020;Eupen;Waasland;1;1;X;1;1
Jupiter Pro League;2019-2020;Oostende;Club Brugge;0;2;2;0;3
Jupiter Pro League;2019-2020;St. Truidense;Liege;2;1;1;3;0
Jupiter Pro League;2019-2020;R. Charleroi;Antwerp;2;1;1;3;0
Jupiter Pro League;2019-2020;Mouscron;Gent;2;1;1;3;0
Jupiter Pro League;2019-2020;Club Brugge;Eupen;0;0;X;1;1
Jupiter Pro League;2019-2020;Kortrijk;Anderlecht;4;2;1;3;0
Jupiter Pro League;2019-2020;Mechelen;Cercle Brugge;3;1;1;3;0
